Year,Country,PI,GDPPC,GDP_Growth,GINI,Gov_Debt,Inflation,Life_Exp,Unemployment,Edu
1980,Burundi,0,336.2171918,0.697920236,,,15.7098746,42.982,,1.28
1980,Belgium,500,20997.20683,-1.965941566,,,12.76819859,71.97121951,,8.03
1980,Benin,0,698.4851507,-4.895345447,,,,44.681,,0.94
1980,Bangladesh,1250,388.8845857,-4.088214092,,,,50.292,,1.57
1980,Bulgaria,0,,,,,,71.0497561,,7.07
1980,Bahrain,0,,,,,16.15978212,68.466,,4.02
1980,Bolivia,2937,2085.031682,7.311017731,,,7.976746025,48.826,,4.6
1980,Brazil,0,5097.708332,5.166649084,,,,59.353,,2.9
1980,Barbados,0,11321.75328,-1.900000001,,,20.29446876,69.921,,7.65
1980,Botswana,0,1449.496291,8.446250381,,,11.97475502,57.998,,2.74
1980,Central African Republic,0,571.6697629,0.404987104,,,,47.913,,1.15
1980,Canada,0,,,34.1,,10.6721886,73.52170732,,9.7
1980,Switzerland,312,,,,,6.696595225,74.66560976,,10.34
1980,Chile,625,3499.085565,-12.91210105,,,374.7352742,66.279,,6.57
1980,China,250,337.344119,8.719999998,,,,60.917,,4.48
1980,Cameroon,0,1102.132116,11.24505878,,,13.55332941,49.718,,2.42
1980,Colombia,1875,2836.5515,2.323255281,,,23.43750257,64.27,,4.36
1980,Costa Rica,0,5446.368574,2.100071049,,,17.36920202,69.4,,5.15
1980,Cuba,0,3163.012111,9.476426069,,,,71.079,,6.23
1980,Cyprus,0,6172.914551,,,,4.63948584,70.518,,6.68
1980,Denmark,0,28480.35548,-1.456644936,,,9.605612075,74.07512195,,7.46
1980,Algeria,0,2885.756037,5.045341613,,,8.230316653,46.972,,2.11
1980,Ecuador,0,3832.383151,10.972154,,,14.28967429,60.232,,4.92
1980,Spain,2875,14009.77548,0.542203214,,,16.95328593,73.31878049,,5.91
1980,Finland,0,20764.33697,1.804898277,,,17.81139723,71.67365854,,6.74
1980,Fiji,0,3269.263393,0.530211189,,,13.06488098,61.852,,6.25
1980,France,0,20498.34808,-0.959884746,35.9,,11.68592725,72.85365854,,5.76
1980,Gabon,0,11165.45181,19.19011491,,,28.45294264,55.035,,2.6
1980,United Kingdom,1562,21098.37436,-1.473649486,27.9,,24.20728767,72.72439024,,8.25
1980,Ghana,0,994.1550192,-12.43162902,,,29.8245614,49.246,,3.86
1980,Greece,625,13323.56426,6.366808843,,,13.62876178,73.37636585,,6.79
1980,Guatemala,10625,2800.958259,1.949990822,,,13.15924438,54.824,,2.01
1980,Guyana,1062,3479.407198,8.483021514,,,,60.819,,6.04
1980,Honduras,0,1467.559857,2.130681763,,,8.376162506,57.548,,2.64
1980,Haiti,750,1704.787037,1.122754491,,,16.77357032,48.681,,1.5
1980,Hungary,0,,,,,3.842159918,69.29,,8.57
1980,Indonesia,1562,825.3391251,5.607476636,,,19.16569713,55.968,,3.19
1980,India,7125,372.7127029,9.149912016,,,5.748430298,50.812,,2.01
1980,Ireland,0,14260.78132,5.656644723,,,20.87585034,71.75304878,,8.42
1980,Iraq,0,1623.35928,12.49066468,,,9.517177344,61.464,,1.97
1980,Iceland,0,,,,,49.36133823,75.57878049,,7.43
1980,Israel,750,,,,,39.30673102,72.04512195,,9.56
1980,Italy,1937,17846.97455,-2.090162915,,,16.95050257,72.64731707,,6.16
1980,Jamaica,1250,4875.879419,-0.256092257,,,17.37614679,68.048,,5.42
1980,Jordan,0,,,,,11.97982346,63.961,,4.01
1980,Japan,125,16333.67482,3.091575916,,,11.73126615,74.24707317,,8.38
1980,Kenya,0,1101.576565,0.882203175,,,19.12018401,55.826,,2.66
1980,Cambodia,3125,,,,,,11.995,,2.2
1980,Kuwait,0,,,,,8.392370572,67.892,,3.51
1980,Liberia,4750,,,,,,42.774,,1.66
1980,Sri Lanka,0,853.5598006,6.126233161,,,6.625992553,66.237,,6.72
1980,Lesotho,0,332.3169723,-13.51349756,,,14.21193968,52.987,,3.91
1980,Luxembourg,0,38729.56046,-6.571372925,,,10.71767113,70.29860976,,7.92
1980,Morocco,0,1156.069336,7.558221561,,,7.918289267,51.244,,1.35
1980,Maldives,1875,,,,,,50.519,,4.3
1980,Mexico,0,6773.990303,5.744485049,,,14.94453464,62.81,,4.09
1980,Mali,2937,388.7285696,11.62504914,,,,36.225,,0.45
1980,Malta,0,4634.093261,19.56008086,,,8.791666666,71.53163415,,6.57
1980,Mongolia,0,,,,,,55.65,,5.65
1980,Mozambique,3125,,,,,,42.582,,0.95
1980,Mauritania,1875,1593.355985,-5.134374447,,,,52.65,,1.83
1980,Mauritius,0,,,,,14.73832327,62.35580488,,5.09
1980,Malawi,0,405.8694051,6.086823806,,,,40.222,,1.86
1980,Malaysia,0,2386.13883,0.801068092,,,4.487722269,65.712,,4.82
1980,Namibia,.,,,,,,,,
1980,Niger,0,564.2901321,-2.793193436,,,9.115802051,36.588,,0.52
1980,Nicaragua,250,2605.505218,-0.153246894,,,,56.036,,3.32
1980,Netherlands,125,24009.75801,0.002028862,,,10.21747579,74.49878049,,8.93
1980,Norway,0,32814.91571,4.95210308,,,11.68922348,74.81756098,,8.54
1980,Nepal,312,332.4547424,1.456470709,,,7.585985214,45.04,,0.72
1980,New Zealand,250,,,,,14.68498347,72.2195122,,11.71
1980,Pakistan,437,652.6603355,4.211415631,,,20.90450946,55.905,,1.88
1980,Panama,250,4794.535852,1.74091944,,,5.881041307,68.079,,5.89
1980,Peru,0,3906.306872,4.300863165,,,23.6187353,57.905,,5.32
1980,Philippines,2062,1577.253812,5.45110287,,,6.761402705,61.704,,5.49
1980,Papua New Guinea,0,2212.994687,-0.879884165,,,10.49099258,55.039,,1.7
1980,Poland,500,,,,,2.25631769,70.56097561,,7.91
1980,Portugal,250,9059.007114,-4.347630545,,,15.27168575,68.3097561,,3.8
1980,Paraguay,0,2407.522054,6.852444714,,,6.693060084,63.445,,4.68
1980,Qatar,0,,,,,,69.008,,4.27
1980,Romania,0,,,,,,69.61390244,,7.66
1980,Rwanda,1875,303.3373942,-2.113825424,,,30.22604657,44.698,,1.44
1980,Saudi Arabia,0,30798.99802,-8.928614314,,,34.57610634,58.068,,3.73
1980,Sudan,0,1358.643677,15.71346645,,,23.96304764,53.377,,0.96
1980,Senegal,0,1034.713392,7.535662599,,,31.65342332,44.099,,2.45
1980,Singapore,0,9974.220918,3.988738626,,,2.536531569,70.78343902,,5.07
1980,Sierra Leone,0,637.2118172,1.669216524,,,,41.173,,1.1
1980,El Salvador,14187,3223.248693,2.923531889,,,19.08849965,54.875,,3.24
1980,Sweden,250,27202.34389,2.552862643,24.3,,9.779873988,74.98463415,,9.24
1980,Togo,0,798.6720683,2.440541184,,,18.0121995,48.729,,1.82
1980,Thailand,250,1126.707397,4.970405228,,,5.330097087,61.272,,3.01
1980,Tonga,0,,,,,,64.844,,7.67
1980,Trinidad and Tobago,250,6273.725024,1.477965371,,,16.97906047,66.786,,6.93
1980,Tunisia,0,1581.540827,7.156099909,,,,59.468,,2.45
1980,Uganda,2125,,,,,,46.267,,1.93
1980,Uruguay,0,7219.41108,6.096914313,,,81.40538401,69.335,,6.16
1980,South Africa,6875,5309.53323,1.695433779,,,13.42594187,57.512,,4.83
1980,Zambia,1875,1228.056966,-2.269328924,,,,54.239,,3.65
1980,Zimbabwe,2812,1651.778658,-1.931223239,,,,57.552,,3.45
1985,Afghanistan,3125,,,,,,39.618,,1.22
1985,Albania,0,1740.505838,,,,,70.478,,6.39
1985,United Arab Emirates,0,118141.5296,23.87477491,,,,68.53,,3.89
1985,Argentina,250,10270.95612,1.51878395,40.8,,,68.564,,7.3
1985,Australia,0,30717.75614,3.035697656,,,10.13584117,74.33365854,,11.2
1985,Austria,0,25520.74056,1.731485595,,,6.328325362,72.46341463,,7.89
1985,Burundi,0,357.6831341,0.991055725,,,2.4985195,45.406,,1.45
1985,Belgium,375,24393.29818,4.444053876,,,6.648688297,73.20707317,,8.5
1985,Benin,0,750.9600069,6.781763868,,,,47.877,,1.22
1985,Bangladesh,687,424.8097167,0.819141869,,,,51.85,,2.25
1985,Bulgaria,0,3431.521297,,,,,71.15756098,,7.84
1985,Bahrain,0,21290.94332,,,,3.869525059,70.826,,4.93
1985,Belize,0,,,,,,,,
1985,Bolivia,1437,2062.969046,-1.371772911,,,47.2416501,51.181,,5.48
1985,Brazil,0,6415.637813,9.2,,,,61.781,,3.04
1985,Barbados,0,14092.7504,4.373064814,,,14.43051972,71.921,,7.31
1985,Botswana,0,2000.663608,11.98690139,,,13.63242515,60.646,,3.12
1985,Central African Republic,0,557.8779777,-4.478638848,,,,49.889,,1.66
1985,Canada,0,,,,,10.12922051,75.10219512,,10.15
1985,Switzerland,0,59771.44922,,,,4.022500848,75.45926829,,11.06
1985,Chile,3937,4693.440823,7.986620757,,,35.13834053,68.84,,6.95
1985,China,125,430.8554098,7.834145016,,,,64.42,,5.31
1985,Cameroon,0,1304.507919,-1.965291668,,,9.551754276,51.041,,3.04
1985,Colombia,1250,3291.47155,4.087353676,,,26.55265315,66.868,,4.89
1985,Costa Rica,0,6150.928664,0.751895403,,,18.1351708,72.899,,6.11
1985,Cuba,0,3605.158775,-4.849442951,,,,72.752,,8.06
1985,Cyprus,125,10667.1416,5.753244702,,,13.51756058,71.95,,7.5
1985,Denmark,250,32073.64132,-0.482986337,,,12.30532408,74.10170732,,8.14
1985,Algeria,0,3268.442983,0.790606972,,,9.517824498,53.261,,2.81
1985,Ecuador,0,4153.604764,3.708682969,,,11.90928938,63.191,,6.15
1985,Spain,1375,14727.28352,2.208728107,34.5,,15.5619021,75.34926829,,6.81
1985,Finland,0,23921.61452,5.38904788,,,11.59461925,73.44,,7.56
1985,Fiji,0,3574.119771,-1.603456935,,,14.49287441,62.734,,7.04
1985,France,750,23618.39962,1.57874526,,,13.56257885,74.05121951,,5.96
1985,Gabon,0,9174.080738,2.552937158,,,12.34035926,57.454,,3.31
1985,United Kingdom,1937,23524.83697,-2.03136782,28.5,,17.96592427,73.67560976,,8.41
1985,Ghana,0,896.7450472,0.471695943,,,50.07013934,51.117,,4.53
1985,Greece,937,15332.89431,0.677131487,,,24.67589397,74.54626829,,7.1
1985,Guatemala,2000,3291.730582,3.75997816,,,10.82384323,56.024,,2.86
1985,Guyana,0,3231.776126,1.733889727,,,,61.229,,6.49
1985,Honduras,1562,1723.831533,0.599354053,,,18.06154304,60.485,,3.62
1985,Haiti,250,2134.257107,7.374687919,,,17.77830525,49.902,,1.99
1985,Hungary,0,,,,,9.285857439,69.06170732,,9.0
1985,Indonesia,0,1067.172024,10.0,,,18.03543016,58.754,,3.63
1985,India,10187,388.8227791,6.735821529,,,11.34607348,53.611,,2.34
1985,Ireland,0,16653.59115,3.079329065,,,18.1544433,72.59541463,,9.26
1985,Iraq,0,2911.17326,24.75372685,,,,61.5,,2.74
1985,Iceland,0,,,,,58.52842609,76.84658537,,7.88
1985,Israel,750,,,,,131.0249955,73.87560976,,10.27
1985,Italy,875,21795.25452,3.430016414,,,21.06416828,73.94317073,,6.71
1985,Jamaica,625,3875.329165,-5.714159246,,,27.30815899,69.435,,6.08
1985,Jordan,0,4311.989153,11.18484646,,,11.11111111,66.259,,4.55
1985,Japan,0,19334.37474,2.817591208,,,7.778581766,75.98902439,,9.1
1985,Kenya,0,1261.994632,5.591976206,,,13.85818146,58.501,,3.41
1985,Cambodia,1562,,,,,,47.57,,2.54
1985,Kuwait,0,,,,,6.928226686,70.341,,4.61
1985,Liberia,2187,,,,,,44.631,,2.2
1985,Sri Lanka,1250,1008.529181,5.846026516,,,26.1454101,68.661,,6.96
1985,Lesotho,0,459.8253279,-2.74477924,,,16.27484162,56.058,,4.3
1985,Luxembourg,0,42705.33854,0.840882984,,,6.299900062,72.20680488,,8.22
1985,Morocco,0,1325.49353,3.642164813,,,9.408379474,55.219,,1.76
1985,Maldives,0,,,,,,55.621,,4.54
1985,Mexico,312,8240.716123,8.756622426,,,26.35165136,64.703,,4.9
1985,Mali,0,443.4259655,-4.325839869,,,,40.751,,0.62
1985,Malta,0,7684.722659,7.049711215,,,15.7472541,72.039,,7.21
1985,Mongolia,0,,,,,,55.64,,6.35
1985,Mozambique,3125,249.8623206,,,,,42.801,,1.12
1985,Mauritania,0,1581.045137,3.371210219,,,,55.061,,2.13
1985,Mauritius,0,2327.601068,-10.0612585,,,41.99951439,65.8164878,,5.36
1985,Malawi,0,433.38791,0.406746413,,,,45.094,,2.34
1985,Malaysia,0,3159.742559,7.441826779,,,6.674919535,68.245,,5.76
1985,Namibia,3125,3563.279243,,,,,56.775,,5.02
1985,Niger,0,628.0315773,-2.455036129,,,10.30527571,39.678,,0.65
1985,Nicaragua,3125,1821.469807,4.61173228,,,,57.914,,3.75
1985,Netherlands,0,26365.67196,1.341914136,,,6.513455455,75.74317073,,9.46
1985,Norway,0,40217.74817,4.564242989,,,10.87866109,75.67170732,,8.96
1985,Nepal,250,333.205046,-2.319394205,,,14.68450278,47.889,,0.99
1985,New Zealand,0,23376.87201,1.284252173,,,17.15054542,72.82926829,,11.59
1985,Pakistan,1312,744.8645744,10.21570404,,,11.93823091,57.606,,2.15
1985,Panama,125,5668.596845,13.08448173,,,13.80790191,69.254,,6.66
1985,Peru,1500,3768.898142,5.943335398,,,59.14507124,59.589,,6.1
1985,Philippines,4250,1853.073579,5.200711079,,,18.20051049,62.499,,6.21
1985,Papua New Guinea,0,2095.466105,-2.303451201,,,12.06434316,57.435,,2.11
1985,Poland,0,,,,,9.682713348,70.09756098,,8.07
1985,Portugal,250,10816.95181,4.589339924,,,15.86748038,71.21463415,,4.65
1985,Paraguay,0,3562.600626,11.71214594,,,22.44733014,64.749,,5.2
1985,Qatar,0,,,,,6.799999999,70.801,,4.75
1985,Romania,0,,,,,,69.09097561,,8.21
1985,Rwanda,0,423.28705,8.95161233,,,7.249392993,47.963,,1.69
1985,Saudi Arabia,0,33816.05061,5.652457601,,,4.169266554,62.698,,4.26
1985,Sudan,6937,1260.146851,1.524310148,,,25.35236901,53.934,,1.27
1985,Senegal,0,1037.323898,3.987761972,,,8.729027661,49.142,,2.49
1985,Singapore,0,13953.89017,10.11337211,,,8.526943194,72.1902439,,5.26
1985,Sierra Leone,0,646.2485191,4.843503756,,,,43.13,,1.4
1985,El Salvador,4375,2776.58408,-15.83686429,,,17.36696826,47.975,,3.59
1985,Sweden,0,28654.97106,1.699971439,,,13.70632236,75.74097561,,9.86
1985,Togo,0,892.7560032,14.57695611,,,12.30685721,51.227,,2.8
1985,Thailand,3125,1479.244582,5.173541006,,,19.70350052,64.012,,3.64
1985,Tonga,0,,,,,22.39338892,65.961,,8.01
1985,Trinidad and Tobago,0,8565.305659,10.39081014,,,17.47030428,67.572,,7.48
1985,Tunisia,0,1885.339084,7.418739595,,,,63.975,,3.25
1985,Uganda,3125,,,,,,42.949,,2.29
1985,Uruguay,0,8767.217258,5.843400901,,,63.47583043,70.582,,6.7
1985,South Africa,10437,5409.676518,6.620583427,,,13.66024069,59.813,,5.11
1985,Zambia,0,1078.246126,3.035622351,,,,54.143,,4.17
1985,Zimbabwe,1250,1537.130656,14.42068391,,,,58.674,,3.89
1990,Afghanistan,5250,,,,,,33.55,,1.57
1990,Albania,2375,1735.290312,1.780643959,,,,71.656,,7.78
1990,United Arab Emirates,0,80981.75348,-3.594476517,,,,70.747,,4.9
1990,Argentina,1500,8987.933706,-5.189024353,,,,69.651,,7.85
1990,Australia,0,32860.65131,5.278528457,32.5,,6.734693878,75.62926829,,11.2
1990,Austria,125,27395.87265,2.498678497,,,3.189516818,73.81463415,,8.11
1990,Burundi,0,401.7672068,11.78318018,,,3.804286836,48.541,,1.54
1990,Belgium,312,25569.48933,1.651792899,25.2,,4.868733995,74.5202439,,8.97
1990,Benin,562,812.9483203,7.530324838,,,,50.374,,1.71
1990,Bangladesh,1125,457.8429587,3.342014654,26.9,,,53.897,,2.82
1990,Bulgaria,3437,4000.492544,2.683440741,,,,71.22804878,,8.55
1990,Bahrain,0,16549.30854,-4.758268538,,,-2.635969303,72.106,,5.65
1990,Belize,0,2921.91687,1.012513914,,,6.237166118,69.462,,7.91
1990,Bolivia,250,1680.794018,-1.676389781,,,11749.63963,53.446,,6.38
1990,Brazil,625,6110.358401,7.85,55.6,,225.9896652,64.198,,3.94
1990,Barbados,0,13606.77057,1.098239807,,,3.915105251,72.495,,7.98
1990,Botswana,0,2654.135854,7.125271268,54.2,,8.0945758,62.626,,5.29
1990,Central African Republic,0,585.0904821,3.927219538,,,10.42384023,50.518,,2.06
1990,Canada,1187,29868.59147,4.737399892,33.2,,3.962030541,76.32731707,,9.94
1990,Switzerland,0,62910.65814,3.673595873,,,3.435399353,76.73365854,,10.31
1990,Chile,2187,4257.652248,4.009916203,,,30.70349891,71.176,,7.65
1990,China,2125,667.1285419,13.43067752,,,,66.643,,5.72
1990,Cameroon,125,1771.165361,8.063161671,,,8.508374344,53.899,,3.7
1990,Colombia,7187,3283.229428,3.107106196,,,24.09017437,66.276,,5.49
1990,Costa Rica,125,5434.231851,0.721601729,,,15.05741964,75.111,,6.7
1990,Cuba,0,5250.365688,1.596674598,,,,73.605,,8.09
1990,Cyprus,0,13126.66895,4.882540773,,,5.034453664,72.647,,8.44
1990,Germany,0,,,,,,,,
1990,Denmark,0,36783.94104,4.003751815,,,4.678751452,74.42756098,,8.77
1990,Algeria,0,3500.417046,3.699997255,,,10.48228704,63.588,,3.99
1990,Ecuador,1875,4124.898911,3.935001412,,,27.99361074,65.811,,6.56
1990,Spain,312,15381.84457,2.321435946,34.4,,8.814455067,76.2595122,,6.89
1990,Finland,0,26857.59364,3.548896587,,,5.195621954,74.22292683,,7.44
1990,Fiji,375,3143.840704,-4.613474868,,,4.420972396,64.526,,7.62
1990,France,875,24870.50582,1.622781367,,,5.831099739,75.3,,6.91
1990,Gabon,1625,9061.080192,-2.332949333,,,7.354925776,59.311,,4.3
1990,United Kingdom,4250,26315.12865,4.14741495,30.4,,6.07139434,74.62926829,,8.68
1990,Ghana,0,762.8190667,5.091617272,,,10.30544067,52.416,,5.2
1990,Greece,2000,14984.03162,2.509556515,,,19.31469294,76.08290244,,7.89
1990,Guatemala,6250,2718.251753,-0.609338956,,,18.6867913,60.203,,3.16
1990,Guyana,0,2599.473246,2.399667458,,,,61.66,,6.87
1990,Honduras,3187,1627.072074,5.626234849,,,3.362675236,62.996,,4.49
1990,Haiti,1062,1840.71117,0.603631294,,,10.64883901,51.523,,2.94
1990,Hungary,250,,,,,6.942345019,68.97219512,,8.99
1990,Indonesia,3125,1202.353391,2.463054187,,,4.724536157,61.307,,3.86
1990,India,11875,446.5773324,5.254299223,,,5.556424232,56.334,,2.89
1990,Ireland,0,18218.35017,3.085615629,,,5.395497315,73.62190244,,9.97
1990,Iraq,250,2250.769305,1.453896262,,,,60.68,,3.73
1990,Iceland,0,,,,,31.99462902,77.60243902,,8.33
1990,Israel,5125,,,,,309.9316992,75.20731707,,10.49
1990,Italy,625,23626.74927,2.798085767,,,9.205991443,75.47073171,,7.18
1990,Jamaica,0,3683.772152,-2.943635575,,,25.67310124,70.52,,6.63
1990,Jordan,0,4322.914259,-2.706947165,,,2.985074627,68.26,,5.68
1990,Japan,312,22898.99424,5.159807905,,,2.032277346,77.5604878,,9.63
1990,Kenya,1437,1189.409306,4.300561819,,,13.00656642,60.58,,4.13
1990,Cambodia,3875,,,,,,51.041,,2.8
1990,Kuwait,250,,,,,1.490321814,73.074,,5.54
1990,Liberia,4562,,,,,,44.664,,2.69
1990,Sri Lanka,3125,1192.416567,4.999406369,32.5,,1.481180122,70.969,,7.62
1990,Lesotho,2375,465.0916801,2.61024933,,,13.32082552,59.104,,4.64
1990,Luxembourg,0,47945.84837,2.791704465,26.3,,4.093587785,73.53419512,,8.5
1990,Morocco,875,1428.868896,6.007652072,,,7.728638901,59.286,,2.29
1990,Maldives,0,,,,,,59.749,,4.82
1990,Mexico,312,8212.921774,1.919215786,,,57.7484484,67.874,,5.77
1990,Mali,0,458.4617586,20.28663494,,,,43.207,,0.78
1990,Malta,0,7865.528452,2.585279666,,,-0.23520746,73.06368293,,8.04
1990,Mongolia,875,1661.736089,5.712872261,,,,56.841,,7.02
1990,Mozambique,3125,175.0253574,0.999996721,,,,38.657,,1.17
1990,Mauritania,0,1424.966417,2.994760504,,,,57.575,,2.43
1990,Mauritius,0,2766.590287,6.954475462,,,6.698703947,67.49063415,,5.86
1990,Malawi,0,395.1817312,4.570982013,,,10.51897599,44.947,,2.65
1990,Malaysia,0,3548.788587,-1.025250253,,,0.346458791,70.318,,6.72
1990,Namibia,0,3147.809821,0.464171262,,,,59.041,,5.62
1990,Niger,437,473.8835086,7.71812745,,,-0.923399124,40.031,,0.83
1990,Nicaragua,4187,1650.419836,-4.081851487,,,,56.501,,4.1
1990,Netherlands,0,27220.21944,2.580179771,,,2.25858443,76.28463415,,9.92
1990,Norway,0,46901.32429,5.553404923,,,5.71485464,75.91682927,,9.69
1990,Nepal,4562,376.3712943,6.144905237,,,8.052641266,50.882,,1.76
1990,New Zealand,0,26087.50697,1.61533455,,,15.41765557,73.82926829,,11.71
1990,Pakistan,2500,858.1367285,7.592114699,,,5.614839218,59.363,,2.51
1990,Panama,2125,5980.010557,4.942233652,,,1.026619893,70.732,,7.34
1990,Peru,5562,3331.143741,2.061132066,,,163.3995052,61.292,,6.62
1990,Philippines,8500,1548.896509,-6.858377209,,,23.10310718,63.505,,6.58
1990,Papua New Guinea,1875,2020.23212,4.000190344,,,3.71040724,58.866,,2.61
